,Average Eff PSF,Average Eff. Rental,Average Face PSF,Average Face Rental,Average Govt Rates PSF/ Mth,Average Govt Rent PSF/ Mth,Average Govt. Rates/ Mth,Average Govt. Rent/ Mth,Average MFA,Average Net PSF,Average Net Rental,Count,Label,Trade Name,Unit
414,47.515,59108.66,46.5725,57936.19,6.9825,4.19,8685.185,5211.1125,1244,48.5075,60343.33,1,0,Pacific HeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 71A
415,47.515,59108.66,46.5725,57936.19,6.9825,4.19,8685.185,5211.1125,1244,48.5075,60343.33,2,1,English WiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 71A
416,47.515,59108.66,46.5725,57936.19,6.9825,4.19,8685.185,5211.1125,1244,48.5075,60343.33,1,0,譚仔三哥米線XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 71A
417,153.58,192589.32,151.605,190112.67,6.665,3.9975,8358.02375,5014.81375,1254,154.39125,193606.6275,1,0,譚仔三哥米線XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 71B
418,153.58,192589.32,151.605,190112.67,6.665,3.9975,8358.02375,5014.81375,1254,154.39125,193606.6275,7,1,Midland ReXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 71B
419,57.00444444,54553.25333,58.41111111,55899.43333,3.466666667,1.878888889,3319.616667,1798.628889,957,58.45111111,55937.71333,3,1,Midland ReXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 75
420,19.7225,13707.1375,19.105,13277.975,3.5375,1.895,2458.27,1318.0075,695,20.2325,14061.5875,3,1,Pizza HutXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 72A
421,31.5,58558.5,30.9025,57447.7475,1.625,0.775,3021.73,1438.93,1859,32.2525,59957.3975,3,1,Pizza HutXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 72B
422,19.7225,13707.1375,19.105,13277.975,3.5375,1.895,2458.27,1318.0075,695,20.2325,14061.5875,1,0,Tim Ho WanXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 72A
423,31.5,58558.5,30.9025,57447.7475,1.625,0.775,3021.73,1438.93,1859,32.2525,59957.3975,1,0,Tim Ho WanXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 72B
424,94.155,119011.92,92.602,117048.928,2.674,1.566,3379.753,1978.669,1264,94.504,119453.056,1,0,Tim Ho WanXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 72C
425,94.155,119011.92,92.602,117048.928,2.674,1.566,3379.753,1978.669,1264,94.504,119453.056,3,1,Centaline XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 72C
426,41.965,38188.15,41.08125,37383.9375,4.08625,2.36125,3719.25875,2147.55625,910,42.4175,38599.925,1,0,Centaline XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 73A
427,280.9833333,370336.0333,284.76,375313.68,3.773333333,2.266666667,4971.19,2982.713333,1318,284.76,375313.68,3,1,Centaline XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 77
428,344.1116667,272880.5517,335.57,266107.01,12.12,7.271666667,9610.271667,5766.165,793,344.1116667,272880.5517,6,1,Centaline XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 77A
429,94.155,119011.92,92.602,117048.928,2.674,1.566,3379.753,1978.669,1264,94.504,119453.056,1,0,CENTALINE XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 72C
430,94.155,119011.92,92.602,117048.928,2.674,1.566,3379.753,1978.669,1264,94.504,119453.056,5,1,中原地產XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 72C
431,41.965,38188.15,41.08125,37383.9375,4.08625,2.36125,3719.25875,2147.55625,910,42.4175,38599.925,4,1,Sun's GallXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 73A
432,40.166,40423.888,38.586,38547.528,4.478,2.654,4159.754,2470.724,862,41.45,41726.28,2,1,Sun's GallXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 31
433,41.965,38188.15,41.08125,37383.9375,4.08625,2.36125,3719.25875,2147.55625,910,42.4175,38599.925,1,0,WildfireXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 73A
434,25.40222222,61447.97556,24.71,59773.49,1.316666667,0.7622222222,3183.211111,1843.775556,2419,25.84777778,62525.77444,1,0,WildfireXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 73B
435,41.965,38188.15,41.08125,37383.9375,4.08625,2.36125,3719.25875,2147.55625,910,42.4175,38599.925,2,1,Peak Cafe XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 73A
436,25.40222222,61447.97556,24.71,59773.49,1.316666667,0.7622222222,3183.211111,1843.775556,2419,25.84777778,62525.77444,2,1,Peak Cafe XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 73B
437,57.00444444,54553.25333,58.41111111,55899.43333,3.466666667,1.878888889,3319.616667,1798.628889,957,58.45111111,55937.71333,1,0,Oceanna PaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 75
438,57.00444444,54553.25333,58.41111111,55899.43333,3.466666667,1.878888889,3319.616667,1798.628889,957,58.45111111,55937.71333,2,1,DomonXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 75
439,51.2,289433.6,49.27,278523.31,2.46,1.48,13925.93,8355.56,5653,53.22,300852.66,1,0,Outback StXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 76 & G 77
440,53.075,31951.15,52.16,31400.32,2.6,1.06,1563.786667,638.685,602,53.57,32249.14,5,1,Starbucks XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 78
441,25.482,48212.672,26.254,49641.784,9.698,5.818,18179.288,10907.572,1888.4,27.774,52549.544,1,0,Starbucks XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 37
442,53.075,31951.15,52.16,31400.32,2.6,1.06,1563.786667,638.685,602,53.57,32249.14,1,0,MUJIXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 78
443,14.72,346906.24,16,377072,0.8,0.48,18848.4,11309.04,23567,18.02,424677.34,1,0,MUJIXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K01 – K10
444,23.224,40920.688,23.49,41389.38,7.234,1.164,12740.744,2052.346,1762,23.414,41255.468,1,0,大觀園上海美食XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K01
445,23.224,40920.688,23.49,41389.38,7.234,1.164,12740.744,2052.346,1762,23.414,41255.468,1,0,Tai Koon YXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K01
446,23.224,40920.688,23.49,41389.38,7.234,1.164,12740.744,2052.346,1762,23.414,41255.468,1,0,Food repubXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K01
447,21.53,31885.93,21.798,32282.838,8.508,1.342,12602.472,1985.184,1481,21.72,32167.32,1,0,Food repubXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K02
448,20.506,34019.454,20.78,34474.02,7.658,1.224,12703.212,2027.062,1659,20.696,34334.664,1,0,Food repubXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K03
449,20.4325,52552.39,20.8825,53709.79,6.1025,0.99,15697.5325,2549.3825,2572,20.89,53729.08,1,0,Food repubXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K05
450,20.07333333,57088.56,20.38,57960.72,7.096666667,1.04,20181.07333,2949.793333,2844,20.39,57989.16,1,0,Food repubXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K06
451,20.1275,55169.4775,20.5975,56457.7475,5.7425,0.9375,15740.7425,2575.3075,2741,20.605,56478.305,1,0,Food repubXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K07
452,18.39166667,46402.175,18.66333333,47087.59,4.456666667,0.8133333333,11243.62333,2058.435,2523,18.59666667,46919.39,1,0,Food repubXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K08
453,18.91111111,31827.4,19.01333333,31999.44,4.684444444,0.9933333333,7879.288889,1674.624444,1683,19.01666667,32005.05,1,0,Food repubXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K09
454,20.515,34834.47,20.8825,35458.485,9.1475,1.3525,15532.1025,2291.605,1698,20.7525,35237.745,1,0,Food repubXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K10
455,21.53,31885.93,21.798,32282.838,8.508,1.342,12602.472,1985.184,1481,21.72,32167.32,1,0,Fortune PaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K02
456,21.53,31885.93,21.798,32282.838,8.508,1.342,12602.472,1985.184,1481,21.72,32167.32,1,0,FORTUNE PAXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K02
457,20.506,34019.454,20.78,34474.02,7.658,1.224,12703.212,2027.062,1659,20.696,34334.664,2,1,Hop Lee NoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K03
458,20.4325,52552.39,20.8825,53709.79,6.1025,0.99,15697.5325,2549.3825,2572,20.89,53729.08,1,0,Cheng Ka WXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K05
459,20.1275,55169.4775,20.5975,56457.7475,5.7425,0.9375,15740.7425,2575.3075,2741,20.605,56478.305,1,0,Ocean EmpiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K07
460,18.39166667,46402.175,18.66333333,47087.59,4.456666667,0.8133333333,11243.62333,2058.435,2523,18.59666667,46919.39,1,0,Team ChampXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K08
461,18.39166667,46402.175,18.66333333,47087.59,4.456666667,0.8133333333,11243.62333,2058.435,2523,18.59666667,46919.39,2,1,Yu ChingXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K08
462,18.91111111,31827.4,19.01333333,31999.44,4.684444444,0.9933333333,7879.288889,1674.624444,1683,19.01666667,32005.05,4,1,Mak's NoodXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K09
463,18.91111111,31827.4,19.01333333,31999.44,4.684444444,0.9933333333,7879.288889,1674.624444,1683,19.01666667,32005.05,2,1,MAK'S NODDXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K09
464,20.515,34834.47,20.8825,35458.485,9.1475,1.3525,15532.1025,2291.605,1698,20.7525,35237.745,1,0,Imperial CXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G K10
465,33.8975,515818.2575,32.8175,499383.8975,1.47,0.88,22370.3725,13422.22,15217,34.065,518367.105,2,1,Star of CaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 01
466,33.8975,515818.2575,32.8175,499383.8975,1.47,0.88,22370.3725,13422.22,15217,34.065,518367.105,2,1,STAR OF CAXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 01
467,55.45454545,42478.18182,55.81818182,42756.72727,2.479090909,1.460909091,1899.214545,1118.788182,766,56.37272727,43181.50909,1,0,EmbryformXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02A
468,55.45454545,42478.18182,55.81818182,42756.72727,2.479090909,1.460909091,1899.214545,1118.788182,766,56.37272727,43181.50909,3,1,Cypress ShXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02A
469,53.812,89786.748,53.388,89264.73,2.608,1.564,4345.204,2607.148,1721.4,54.992,91679.586,2,1,Cypress ShXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 62A
470,55.45454545,42478.18182,55.81818182,42756.72727,2.479090909,1.460909091,1899.214545,1118.788182,766,56.37272727,43181.50909,3,1,PLEN+YXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02A
471,55.45454545,42478.18182,55.81818182,42756.72727,2.479090909,1.460909091,1899.214545,1118.788182,766,56.37272727,43181.50909,1,0,GITTIXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02A
472,54.445,58201.705,54.46666667,58224.86667,2.541666667,1.523333333,2716.048333,1629.628333,1069,55.92833333,59787.38833,2,1,Men Zone bXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02B
473,54.445,58201.705,54.46666667,58224.86667,2.541666667,1.523333333,2716.048333,1629.628333,1069,55.92833333,59787.38833,1,0,Wong FaiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02B
474,54.445,58201.705,54.46666667,58224.86667,2.541666667,1.523333333,2716.048333,1629.628333,1069,55.92833333,59787.38833,2,1,UnionXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02B
475,54.445,58201.705,54.46666667,58224.86667,2.541666667,1.523333333,2716.048333,1629.628333,1069,55.92833333,59787.38833,1,0,King's WinXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02B
476,66.02142857,51166.60714,66.32428571,51401.32143,2.738571429,1.564285714,2121.691429,1211.64,775,67.61285714,52399.96429,1,0,Joe's HairXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02D
477,66.02142857,51166.60714,66.32428571,51401.32143,2.738571429,1.564285714,2121.691429,1211.64,775,67.61285714,52399.96429,1,0,O'Berry AuXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02D
478,66.02142857,51166.60714,66.32428571,51401.32143,2.738571429,1.564285714,2121.691429,1211.64,775,67.61285714,52399.96429,2,1,Monalisa MXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02D
479,43.20125,41732.4075,42.96125,41500.5675,1.955,1.135,1888.8875,1096.295,966,43.565,42083.79,2,1,AndyrexXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02E
480,43.20125,41732.4075,42.96125,41500.5675,1.955,1.135,1888.8875,1096.295,966,43.565,42083.79,2,1,ANDYREXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02E
481,43.20125,41732.4075,42.96125,41500.5675,1.955,1.135,1888.8875,1096.295,966,43.565,42083.79,1,0,To be confXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02E
482,43.20125,41732.4075,42.96125,41500.5675,1.955,1.135,1888.8875,1096.295,966,43.565,42083.79,3,1,Ichi HairXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02E
483,37.302,200572.854,37.016,199035.032,1.584,0.862,8523.458,4636.048,5377,37.836,203444.172,1,0,Stage CafeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 03
484,37.302,200572.854,37.016,199035.032,1.584,0.862,8523.458,4636.048,5377,37.836,203444.172,1,0,Mai Thai RXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 03
485,37.302,200572.854,37.016,199035.032,1.584,0.862,8523.458,4636.048,5377,37.836,203444.172,1,0,Ma Thai ReXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 03
486,37.302,200572.854,37.016,199035.032,1.584,0.862,8523.458,4636.048,5377,37.836,203444.172,2,1,UCC CoffeeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 03
487,80.49166667,66799.68333,78.90666667,65274.73333,3.141666667,1.805,2673.856667,1544.263333,826,81.885,68026.63,1,0,CamelaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 03A
488,80.49166667,66799.68333,78.90666667,65274.73333,3.141666667,1.805,2673.856667,1544.263333,826,81.885,68026.63,2,1,CapoversoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 03A
489,80.49166667,66799.68333,78.90666667,65274.73333,3.141666667,1.805,2673.856667,1544.263333,826,81.885,68026.63,3,1,OSIMXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 03A
490,59.66333333,141402.1,59.90333333,141970.9,2.578333333,1.445,6105.35,3420.245,2370,60.38333333,143108.5,2,1,OSIMXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 52
491,19.26333333,199375.5,19.275,199496.25,0.925,0.52,9555.555,5381.07,10350,19.75833333,204498.75,1,0,Six Digs KXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 05
492,19.26333333,199375.5,19.275,199496.25,0.925,0.52,9555.555,5381.07,10350,19.75833333,204498.75,3,1,Best DenkiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 05
493,19.26333333,199375.5,19.275,199496.25,0.925,0.52,9555.555,5381.07,10350,19.75833333,204498.75,2,1,SUNINGXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 05
494,77.07571429,31061.51286,77.04428571,31048.84714,3.27,1.844285714,1317.134286,743.1457143,403,78.52285714,31644.71143,1,0,O' Berry AXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 05A
495,77.07571429,31061.51286,77.04428571,31048.84714,3.27,1.844285714,1317.134286,743.1457143,403,78.52285714,31644.71143,1,0,J'sXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 05A
496,77.07571429,31061.51286,77.04428571,31048.84714,3.27,1.844285714,1317.134286,743.1457143,403,78.52285714,31644.71143,1,0,Cozy FashiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 05A
497,77.07571429,31061.51286,77.04428571,31048.84714,3.27,1.844285714,1317.134286,743.1457143,403,78.52285714,31644.71143,2,1,eGG OpticaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 05A
498,31.71,161023.38,30.76,156199.28,1.54,0.92,7810.04,4686.09,5078,32.65,165796.7,1,0,FortressXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 05B
499,44.966,207922.784,43.39,200635.36,1.792,1.074,8276.542,4965.926,4624,45.528,210521.472,2,1,FortressXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 06A
500,26.58,106506.06,27.07,108469.49,1.35,0.81,5423.54,3253.99,4007,27.68,110913.76,1,0,HKECXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 05C
501,62.68,44690.84,60.95,43457.35,3.08,1.85,2192.59,1315.56,713,64.4,45917.2,1,0,Foco HeadpXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 05D
502,44.966,207922.784,43.39,200635.36,1.792,1.074,8276.542,4965.926,4624,45.528,210521.472,2,1,Beppu JapaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 06A
503,44.966,207922.784,43.39,200635.36,1.792,1.074,8276.542,4965.926,4624,45.528,210521.472,1,0,Beppu EkimXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 06A
504,45.4125,351311.1,44.0475,340751.46,1.78,1.065,13753.0875,8251.8525,7736,45.645,353109.72,4,1,Modern ChiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 06B
505,56.748,90399.564,55.948,89125.164,2.206,1.324,3516.048,2109.63,1593,58.18,92680.74,2,1,Walker ShoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 07A
506,42.86333333,136734.0333,42.12333333,134373.4333,1.906666667,1.143333333,6082.305,3649.383333,3190,43.41333333,138488.5333,2,1,Walker ShoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 50
507,56.748,90399.564,55.948,89125.164,2.206,1.324,3516.048,2109.63,1593,58.18,92680.74,1,0,AcupuncturXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 07A
508,56.748,90399.564,55.948,89125.164,2.206,1.324,3516.048,2109.63,1593,58.18,92680.74,2,1,BessXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 07A
509,51.3775,116822.35,51.7625,117754.805,5.375,0.975,12095.68,2179.63,2311,52.15,118574.445,2,1,BessXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 09B & 10A
510,77.44714286,92739.66857,77.85857143,93177.08571,3.418571429,1.891428571,4119.858571,2277.204286,1192.285714,79.10428571,94690.24143,1,0,BessXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 10B
511,70.23,111946.62,69.83666667,111319.6467,2.833333333,1.698333333,4518.516667,2711.11,1594,71.945,114680.33,1,0,BalenoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 07B
512,70.23,111946.62,69.83666667,111319.6467,2.833333333,1.698333333,4518.516667,2711.11,1594,71.945,114680.33,3,1,SkechersXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 07B
513,95.74333333,120253.6267,93.58,117536.48,4.34,2.603333333,5448.656667,3269.196667,1256,96.5,121204,3,1,SkechersXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 22
514,70.23,111946.62,69.83666667,111319.6467,2.833333333,1.698333333,4518.516667,2711.11,1594,71.945,114680.33,1,0,RosebulletXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 07B
515,70.23,111946.62,69.83666667,111319.6467,2.833333333,1.698333333,4518.516667,2711.11,1594,71.945,114680.33,1,0,TITIKAKAXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 07B
516,84.29833333,109685.29,84.3,109849.3533,3.57,2.141666667,4738.435,2843.073333,1294.666667,86.10833333,112114.8433,1,0,Apple ShopXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08A
517,84.29833333,109685.29,84.3,109849.3533,3.57,2.141666667,4738.435,2843.073333,1294.666667,86.10833333,112114.8433,1,0,djsXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08A
518,84.29833333,109685.29,84.3,109849.3533,3.57,2.141666667,4738.435,2843.073333,1294.666667,86.10833333,112114.8433,3,1,ViolaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08A
519,74.90142857,93551.88429,73.94428571,92356.41286,2.921428571,1.695714286,3651.887143,2118.737143,1249,75.21857143,93947.99571,3,1,ViolaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 12
520,62.394,78344.85,62.33,78605.122,7.57,2.062,10005.6,2358.914,1323.8,63.652,79832.756,2,1,JakeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08B
521,62.394,78344.85,62.33,78605.122,7.57,2.062,10005.6,2358.914,1323.8,63.652,79832.756,1,0,Luk Fook JXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08B
522,65.7575,108155.445,64.84,107140.3,7.385,2.65,12000.825,3210.3725,1812.5,67.2025,110334.115,1,0,Luk Fook JXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08C
523,65.7575,108155.445,64.84,107140.3,7.385,2.65,12000.825,3210.3725,1812.5,67.2025,110334.115,1,0,HardwareXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08C
524,77.84,35969.925,78.10833333,36146.98833,3.446666667,1.925,1621.318333,914.475,471.5,80.18166667,37099.45667,1,0,Lifung CouXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08D
525,77.84,35969.925,78.10833333,36146.98833,3.446666667,1.925,1621.318333,914.475,471.5,80.18166667,37099.45667,1,0,JealousyXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08D
526,77.84,35969.925,78.10833333,36146.98833,3.446666667,1.925,1621.318333,914.475,471.5,80.18166667,37099.45667,3,1,HideyoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08D
527,77.84,35969.925,78.10833333,36146.98833,3.446666667,1.925,1621.318333,914.475,471.5,80.18166667,37099.45667,1,0,ARTE MadriXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08D
528,80.41666667,40935.64833,80.9,41155.285,3.603333333,2.161666667,1849.848333,1109.941667,541.5,82.34333333,41949.93167,1,0,The NaturaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08E
529,80.41666667,40935.64833,80.9,41155.285,3.603333333,2.161666667,1849.848333,1109.941667,541.5,82.34333333,41949.93167,3,1,Beauty PoiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08E
530,80.41666667,40935.64833,80.9,41155.285,3.603333333,2.161666667,1849.848333,1109.941667,541.5,82.34333333,41949.93167,1,0,Tuscan'sXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08E
531,90.26857143,58801.23714,90.46857143,58902.61429,3.728571429,2.235714286,2438.892857,1463.327143,656.7142857,91.64714286,59713.88714,5,1,SimpleXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08F
532,90.26857143,58801.23714,90.46857143,58902.61429,3.728571429,2.235714286,2438.892857,1463.327143,656.7142857,91.64714286,59713.88714,1,0,Coup De FoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08F
533,90.26857143,58801.23714,90.46857143,58902.61429,3.728571429,2.235714286,2438.892857,1463.327143,656.7142857,91.64714286,59713.88714,1,0,WIPXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08F
534,85.0575,15055.1775,85.005,15045.885,4.05,2.43,717.285,430.3675,177,85.705,15169.785,4,1,S T FashioXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08G
535,49.65,332208.15,47.99,321101.09,2.4,1.44,16054.65,9632.59,6691,51.25,342913.75,1,0,Paradise CXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 09
536,61.34,97898.64,62.24,99335.04,9.02,1.803333333,14396.67667,2879.336667,1596,62.65666667,100000.04,1,0,S. CultureXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 09A
537,62.88,56026.08,61.52,54814.32,3.08,1.85,2740.74,1644.44,891,64.59,57549.69,1,0,MastinaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 10A
538,51.28166667,106717.1483,51.605,107390.005,2.538333333,1.221666667,5283.506667,2545.88,2081,52.89666667,110077.9633,1,0,MastinaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 69B
539,77.44714286,92739.66857,77.85857143,93177.08571,3.418571429,1.891428571,4119.858571,2277.204286,1192.285714,79.10428571,94690.24143,1,0,Couber. GXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 10B
540,77.44714286,92739.66857,77.85857143,93177.08571,3.418571429,1.891428571,4119.858571,2277.204286,1192.285714,79.10428571,94690.24143,3,1,Deko'zXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 10B
541,77.44714286,92739.66857,77.85857143,93177.08571,3.418571429,1.891428571,4119.858571,2277.204286,1192.285714,79.10428571,94690.24143,2,1,miss ViolaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 10B
542,57.51571429,120035.2957,57.32857143,119644.7286,2.522857143,1.122857143,5262.788571,2343.562857,2087,57.74571429,120515.3057,6,1,Sa SaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 11
543,57.51571429,120035.2957,57.32857143,119644.7286,2.522857143,1.122857143,5262.788571,2343.562857,2087,57.74571429,120515.3057,1,0,SA SA COSMXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 11
544,74.90142857,93551.88429,73.94428571,92356.41286,2.921428571,1.695714286,3651.887143,2118.737143,1249,75.21857143,93947.99571,1,0,Viva VioleXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 12
545,74.90142857,93551.88429,73.94428571,92356.41286,2.921428571,1.695714286,3651.887143,2118.737143,1249,75.21857143,93947.99571,3,1,maud frizoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 12
546,67.93,100876.05,67.43571429,100142.0357,3.118571429,1.755714286,4633.084286,2605.631429,1485,69.08142857,102585.9214,1,0,CEUXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 15
